ID,Municipality,Contract Type,Fund Source,Serial Number,Description,Year,Contract Awardee,Awardee Headquarters,Date Signed,Estimated Cost,Price,Annex,value,overun_%
1582,GJILAN,Jobs,National Budget,8,Mirembajtja teknike e objekteve komunale,2012,CDC SHPK,Gjilan,16-Mar-12,"305,000","304,774.42",Not Provided,304774.42,0
1583,GJILAN,Supply,National Budget,168,Furnizim me tonera LOT II,2012,ABC NTP,Gjilan,6-Feb-12,"26,500","26,479.90",Not Provided,26479.9,0
1584,GJILAN,Supply,National Budget,13,Furnizim me lodra per institucionet parashkollore dhe shkollat fillore,2012,ABC NTP,Gjilan,25-May-12,"10,000","9,992.35",Not Provided,9992.35,0
1585,PRISHTINE,Services,National Budget,212,Nderlidhja e sistemit te intranetit dhe sistemit te gjendjes civile,2011,DATA PROGNET NSH,Ferizaj,14-Nov-11,"6,000","5,995.00",Not Provided,5995,0
1586,HANI I ELEZIT,Jobs,National Budget,56,Shtrimi me kubeza betoni I nje pjese ne lagjen Uji I Tharte - Lagjja Bushi (L1=125 m' & L2=55m'),2013,KEMA COMPANY,Lipjani,9-Dec-13,"10,000","9,991.50",0,9991.5,0
1587,PRISHTINE,Jobs,National Budget,107,Asfaltimi i rrugeve ne Mat - grupi i II-te,2012,BEJTA KOMERC,Ferizaj,14-Aug-12,"500,000","499,525.00",Not Provided,499525,0
1588,HANI I ELEZIT,Services,Municipal Budget,61,Punimi I ujesjellsit ne Lagjen Kollomoqe,2011,ESKAVATORI SHPK,Ferizaj,16-Dec-11,"5,850","5,844.30",0,5844.3,0
1589,GJILAN,Jobs,National Budget,112,Rreg.i lumit dhe vendosja e permendores nr Sheshin e lirise -Bresalc,2012,EL BAU,Gjilan,19-Oct-12,"60,000","59,941.00",Not Provided,59941,0
1590,VITI,Jobs,Not Provided,58,Renovimi i Objektit te QPS ne Viti,2011,ARDI CONSTRUCT,Gjilan,19-Sep-11,"10,000","9,990.00",0,9990,0
1591,PRISHTINE,Supply,National Budget,196,Melorimi i livadheve dhe kullosave,2012,AGRO KOP,Prishtine,27-Nov-12,"50,000","49,950.00",Not Provided,49950,0
1592,FERIZAJ,Services,Municipal Budget,83,Mbajtja e kampingut veror ''Jezerci 2013'' ne Jezerc.,2013,GJELLTORE BUDAKI DPH,Ferizaj,30-Jul-13,"10,000","9,990.00",Not Provided,9990,0
1593,HANI I ELEZIT,Jobs,Municipal Budget,13,Punimi I kanalizimit ne lagjen Curri ne Han te Elezit(rruga e fshatit Curr),2013,MALI NN,Hani I Elezit,29-May-13,"5,000","4,994.60",0,4994.6,0
1594,HANI I ELEZIT,Supply,National Budget,30,"Furnizim me roletne-perde per shkollen e Paldenices, shkollen e mesme dhe 2 katet ne shkolles Ilaz Tha _i",2011,KALAJA NPT,Kacanik,24-Oct-11,"10,000","9,988.00",0,9988,0
1595,HANI I ELEZIT,Services,National Budget,57,Renovimi dhe ngjyrosje e QKMF-Hani I Elezit,2013,SUVATIMI,Hani I Elezit,10-Dec-13,"5,000","4,994.00",0,4994,0
1596,VITI,Supply,Not Provided,34,Furnizim me material higjenik per te gjitha njesit shpenzuese,2012,ERMALI COM,Ferizaj,25-Jun-12,"9,800","9,788.00",0,9788,0
1597,GJILAN,Supply,National Budget,72,Furnizim me zhavor dhe kapak te pusetave rr. Zheger,2012,TALI,Gjilan,4-Jul-12,"9,800","9,788.00",Not Provided,9788,0
1598,PRISHTINE,Supply,National Budget,209,Perkrahja - mbeshtetja per punetoret e Komunes,2012,INTER EMINEX,Prishtine,18-Dec-12,"50,062","50,000.00",Not Provided,50000,0
1599,KACANIK,Jobs,National Budget,21,Zgjerimi dhe Asfaltimi I rruges ne fshatin Biqece dhe Nike,2013,EUROTRANS NNT,Kacanik,17-Jun-13,"40,000","39,950.20",Not Provided,39950.2,0
1600,HANI I ELEZIT,Services,Donation,42,Trajtimi I hapsirave publike te shkolla fillore Ilaz Tha _i,2011,ARTI NTP,Pozharan,21-Nov-11,"2,000","1,997.50",0,1997.5,0
1601,FERIZAJ,Supply,Municipal Budget,11,Furnizim dhe rregullim-riparim te parqeve te qytetit me drunje dekorative dhe lule,2011,LAS PALMAS NTP,Lipjani,3-May-11,"9,981","9,967.80",0,9967.8,0
1602,FERIZAJ,Supply,Municipal Budget,82,Furnizimi me material per riparimin e stadiumit te futbollit ''Ismet Shabani'' ne Ferizaj.,2013,BARDHI NTP,Ferizaj,30-Jul-13,"10,000","9,987.00",Not Provided,9987,0
1603,PRISHTINE,Services,Municipal & National Budget,231,Sanimi I rrjedhjeve te ujit neper shkolla dhe I.P,2010,RAKETA,Prishtine,6-Dec-10,"6,800","6,791.00",Not Provided,6791,0
1604,PRISHTINE,Jobs,National Budget,219,Riparimi i kulmit te demtuar nga era ne sh.fillore Rilindja,2012,DEKOR,Podujeve,26-Nov-12,"9,000","8,988.00",Not Provided,8988,0
1605,PRISHTINE,Supply,National Budget,157,Furnizimi me pajisje informative per kabinete te shkollave,2013,COMTRADE COMPUTER,Prishtine,18-Oct-13,"100,000","99,866.00",0,99866,0
1606,PRISHTINE,Jobs,National Budget,109,"Rikonstuimi dhe gelqerosja e shkolave I. Qemaili, S. frasheri dhe N. Frasheri",2013,GLOBAL ING,Podujeve,27-Jun-13,"3,700","3,695.00",0,3695,0
1607,KACANIK,Jobs,National Budget,68,Nertimi I varrezave te Deshmoreve,2013,AR DRITI NTSH,Ferizaj,1-Nov-13,"9,569","9,555.85",Not Provided,9555.85,0
1608,VITI,Jobs,Not Provided,28,Ndertimi i gropes septike te kanalizimit ne fshatin Radivojce,2012,ENGEENERING,Viti,1-Jun-12,"18,000","17,975.10",0,17975.1,0
1609,HANI I ELEZIT,Supply,National Budget,18,Furnizim me gypa dhe montimi I tyre te Lagja e komunes,2011,3D PROJEKT,Prishtine,19-Oct-11,"10,000","9,986.00",0,9986,0
1610,FERIZAJ,Jobs,Municipal Budget,201,Eliminimi i kabllos se vjeter dhe vendosja e kabllos se re sipas zgjidhes teknike te ofruar nga KEK-u te stadiumi i ri i qytetit(projekt me BE)-Faza e II-te.,2013,ELEKTRO HETA NTSH,Ferizaj,13-Dec-13,"10,000","9,986.00",Not Provided,9986,0
1611,PRISHTINE,Jobs,Municipal & National Budget,162,Asfaltimi i rruges Dheu i Kuq-Gllogovice dhe Dabishevc-Hajkobille,2010,KAG ASPHALT,Prizren,20-Dec-10,"1,000,000","998,542.50",Not Provided,998542.5,0
1612,PRISHTINE,Jobs,Municipal Budget plus Donation,9,"Ndertimi I aneksit te shkolles ""Naim Frasheri""",2010,IZOLIMI,Podujeve,24-Mar-10,"500,000","499,261.94",Not Provided,499261.94,0
1613,GJILAN,Jobs,National Budget,65,Sanimi i rrugeve ne qytet,2012,BASS COM NTP,Gjilan,13-Jun-12,"9,950","9,935.00",Not Provided,9935,0
1614,VITI,Jobs,Not Provided,72,"Asfalltimi i rrugeve ne hyrje te sh.f ""Bafti Haxhiu""-Viti, dhe sh.f ""Ndre Mjeda"" ne Kabash",2014,PAPENBURG & ADRIANI,Ferizaj,5-Nov-14,"9,950","9,934.15",0,9934.15,0
1615,VITI,Supply,Not Provided,20,Furnizim me material per repartin e stomatologjise te QKMF-se Viti,2012,BENI & O NTP,Viti,25-May-12,"5,000","4,992.00",0,4992,0
1616,FERIZAJ,Jobs,National Budget,134,Renovimi i shkolles se vjeter ne Fshatin Pleshine,2012,BETONI NNP,Ferizaj,5-Sep-12,"4,203","4,196.00",0,4196,0
1617,VITI,Supply,Not Provided,2,"FURNIZIM ME MATERIAL HIXHENIK PeR NEVOJAT Te ADMINISTRATeS KOMUNALE,DREJTORISe Se ARSIMIT DHE DREJTORISe Se SHENDETeSIS",2011,ERMALI COM,Ferizaj,6-May-11,"9,998","9,980.00",0,9980,0
1618,PRISHTINE,Jobs,Municipal & National Budget,190,"Ndertimi I objkekteve per invalid te luftes, veteran dhe familje te deshmoreve",2010,STANDARD,Prishtine,23-Nov-10,"850,000","848,443.08",Not Provided,848443.08,0
1619,HANI I ELEZIT,Services,Municipal & National Budget,52,Rregullimi I parkut te Varrezat e Deshmoreve ne Pustenik,2013,KRAS SHPK,Hani I Elezit,3-Dec-13,"10,000","9,981.27",0,9981.27,0
1620,VITI,Jobs,Not Provided,45,Vazhdimi i kanalizimit te ujerave te zeza ne fshatin Sllatine e Poshtme,2013,VIZIONI BD,Viti,3-Sep-13,"9,980","9,960.70",0,9960.7,0
1621,GJAKOVE,Supply,National Budget,85,"""Furnizim me perde trake """,2012,GENCI ROL,Prishtine,29-Nov-12,"4,170","4,161.92",Not Provided,4161.92,0
1622,VITI,Supply,Not Provided,8,Furnizim me kompjutera,2011,CIPA PROTECH,Viti,6-May-11,"10,000","9,980.00",0,9980,0
1623,GJAKOVE,Supply,National Budget,51,"""Furnizim me kapak te pusetave""",2012,VICTORY COM,Bec,23-Jul-12,"2,000","1,996.00",Not Provided,1996,0
1624,HANI I ELEZIT,Supply,Municipal Budget plus Donation,33,Furnizim me inventar per sallen e Kuvendit Komunal,2013,GRANITI SHPK,Suhareke,28-Oct-13,"10,000","9,980.00",0,9980,0
1625,HANI I ELEZIT,Services,Donation,39,Fasadimi I jashtem I shf. Ilaz Tha _i - Hani I Elezit,2013,SUVATIMI NTN,Hani I Elezit,21-Nov-13,"10,000","9,980.00",0,9980,0
1626,FERIZAJ,Supply,Municipal Budget,21,Furnizimi me lodra femijesh per _erdhen e femijeve _Ardhmeria jone.,2014,ABETARE NTP,Ferizaj,10-Apr-14,"1,200","1,197.60",Not Provided,1197.6,0
1627,HANI I ELEZIT,Jobs,Municipal & National Budget plus Donation,16,Asfaltimi I rruges se fshatit Dimce,2011,ESKAVATORI SHPK,Ferizaj,10-Oct-11,"196,000","195,604.40",0,195604.4,0
1628,KACANIK,Jobs,Municipal Budget,78,Ndertimi I kanalit te hapur ne rrugen e Lagjes Bunjak Koraq dhe mezin,2013,ELAN INZHINJERING NNT,Kacanik,1-Nov-13,"3,750","3,742.42",Not Provided,3742.42,0
1629,FERIZAJ,Jobs,Municipal Budget,43,Renovimi I shtepise se kultures ne Mirosale,2013,_AMERIA,Ferizaj,20-May-13,"2,200","2,195.27",Not Provided,2195.27,0
1630,FERIZAJ,Supply,National Budget,5,Furnizimi me material per riparime ne stadiumin e qytetit ne Ferizaj,2013,BARDHI NTP,Ferizaj,15-Feb-13,"10,000","9,978.00",0,9978,0
1631,GJILAN,Services,National Budget,29,Ofrimi i sherbimeve per bizneset e komunes,2012,FADIL SINANAJ,Gjilan,22-Jun-12,"9,000","8,980.00",Not Provided,8980,0
1632,GJAKOVE,Supply,National Budget,75,"""Furnizim me inventar",2013,IMI,Gjakove,13-Dec-13,"3,590","3,582.00",Not Provided,3582,0
1633,HANI I ELEZIT,Supply,Municipal & National Budget plus Donation,17,Furnizim me material per ndertimin e shtepise se Deshmorit Imri Curri,2011,KRAS NTP,Hani I Elezit,19-Jul-11,"10,000","9,977.25",0,9977.25,0
1634,FERIZAJ,Jobs,National Budget,62,"Furnizim me mjete sportive per kabinetin e Edukates fizike ne Gjimnazin,Kuvendi i Arberit, ne Ferizaj",2013,STAR GRAF NPSH,Ferizaj,27-Jun-13,"6,000","5,986.00",Not Provided,5986,0
1635,FERIZAJ,Supply,National Budget,13,Blerja e librave per biblioteken e qytetit Sadik Tafarshiku,2013,LIBRI NTP,Ferizaj,1-Mar-13,"10,000","9,976.50",0,9976.5,0
1636,PRISHTINE,Services,Not Provided,115,Pergaditja dhe realizimi I skenarit per Organizimi e Muajit Te Rinise,2014,LIGHT DESIGN STUDIO,Podujeve,22-Sep-14,"8,500","8,480.00",Not Provided,8480,0
1637,PRISHTINE,Supply,Municipal & National Budget,184,Furnizimi me inventar per sallen dhe zyret tjera te Kuvendit Komunal,2010,LESNA,Prishtine,22-Oct-10,"50,000","49,880.70",Not Provided,49880.7,0
1638,VITI,Supply,Not Provided,49,Mirmbajtja e Aparateve te Rentgenit,2011,BIO LAB NTP,Gjilan,29-Aug-11,"5,000","4,988.00",0,4988,0
1639,FERIZAJ,Jobs,Municipal Budget,86,Furnizimi me gypa per rregullimin e sistemit te ujitjes dhe renovimi i zhveshtores ne fushen e futbollit ne fshatin Tern.,2013,ZOGU NT,Ferizaj,30-Jul-13,"10,000","9,975.00",Not Provided,9975,0
1640,FERIZAJ,Jobs,Donation,133,Rregullimi i oborrit te shkolles bujqesore ''Zenel Hajdini'' ne Ferizaj,2013,IDEALI NSHP,Ferizaj,24-Oct-13,"10,000","9,975.00",Not Provided,9975,0
1641,HANI I ELEZIT,Supply,National Budget,55,"Furnizim me gjenerator per shkollen ""Ilaz Tha _i""-Hani I Elezit",2013,ELECTRA NTSH,Hani I Elezit,10-Dec-13,"10,000","9,975.00",0,9975,0
1642,HANI I ELEZIT,Supply,National Budget,29,Furnizim me kompjuter per nevoja te administrates komunale,2014,ELEKTRA NTSH,Hani I Elezit,9-Sep-14,"10,000","9,975.00",0,9975,0
1643,GJILAN,Supply,National Budget,73,Furnizim me dru per nrohje,2012,PYLLA,Gjilan,14-Sep-12,"305,000","304,200.00",Not Provided,304200,0
1644,FERIZAJ,Services,Not Provided,75,Vaksoonimi I deleve dhe dhive kunder smundjeve infektive Enterotoksemia,2014,AV ANIMALS,Ferizaj,29-Jul-14,"7,500","7,480.00",Not Provided,7480,0
1645,KACANIK,Supply,National Budget,57,"Furnizim me inventar per DKA, Shkollat fillore te mesme tee ulta dhe te mesme te larta",2013,METALI NTP ,Viti,3-Sep-13,"6,300","6,283.00",Not Provided,6283,0
1646,FERIZAJ,Jobs,Municipal Budget,27,"Hortikultura _ gjelbrimi i hapesirave te reja ne qytet, parku rr.,Brahim Ademi, ne Ferizaj",2011,IDEALI NSHP,Ferizaj,20-May-11,"7,586","7,565.00",0,7565,0
1647,FERIZAJ,Jobs,Municipal Budget,190,Rregullimi i rrethojes ne sh.f. _Deshmoret e Lirise ne fshatin Manastirc.,2013,DIONISI NNP,Ferizaj,11-Dec-13,"10,000","9,972.50",Not Provided,9972.5,0
1648,VITI,Jobs,Not Provided,61,Renovimi i shkolles se vjeter ne fshatin Stubell e Eperme,2014,ECO GJEO ING,Viti,25-Sep-14,"5,000","4,985.83",0,4985.83,0
1649,VITI,Jobs,Not Provided,44,"Rregullimi i rrethojes dhe fushes se futbollit ne sh.k filloreHasan Alia""- Remnik",2012,KAPITAL NSH,Prishtine,17-Aug-12,"17,000","15,505.20","1,446.00",16951.2,0
1650,FERIZAJ,Services,National Budget,148,",Lyerja e shkolles fillore,Halit Ibishi, ne Fshatin Cernille,",2011,G-ZEKA NN,Ferizaj,17-Oct-11,"10,000","9,970.00",0,9970,0
1651,HANI I ELEZIT,Supply,National Budget,30,Furnizimi dhe vendosja e kamerave neper disa pika ne qender te Hanit te Elezit,2014,ELEKTRA NTSH,Hani I Elezit,10-Sep-14,"10,000","9,970.00",0,9970,0
1652,FERIZAJ,Jobs,Municipal & National Budget,84,"Asfaltimi i rruges,Bekim Osmani, ne Ferizaj LOT-II-",2011,BAGERI NPSH,Ferizaj,14-Jul-11,"10,000","9,969.30",0,9969.3,0
1653,GJILAN,Supply,National Budget,7,Furnizim me material higjenik-sanitar familjet skamnore,2012,BALLKANIA,Gjilan,29-May-12,"3,250","3,240.00",Not Provided,3240,0
1654,PRISHTINE,Jobs,Not Provided,75,Ndertimi dhe modernizimi I semaforeve ne Prishtine per vitin 2014,2014,EKO INVEST & LA SEMAFORI,Prishtine,3-Oct-14,"150,000","149,531.00",Not Provided,149531,0
1655,FERIZAJ,Jobs,Municipal Budget,127,Riparimi i kanalizimit atmosferik te QMF-II- ne Ferizaj.,2013,ESKAVATORI COMPANY,Ferizaj,17-Oct-13,"5,800","5,781.84",Not Provided,5781.84,0
1656,GJILAN,Jobs,National Budget,14,Punimi i pjeses se mbetur te rrethojes metalike fsh.Doberqan,2012,METALIKU NTP,Gjilan,8-May-12,"5,800","5,781.10",Not Provided,5781.1,0
1657,VITI,Services,Not Provided,2,Sherbimet e internetit per shkollat e komunes se Vitise,2014,COMNET SHPK,Ferizaj,1-Mar-14,"2,520","2,511.60",0,2511.6,0
1658,VITI,Services,Not Provided,61,"Pastrimi i rrugeve,trotuareve dhe mirembajtja e varrezave te deshmorve,lumit dhe parkut ne Viti",2011,KRM HIGJIENA,Gjilan,21-Oct-11,"32,944","32,833.70",0,32833.7,0
1659,GJILAN,Services,National Budget,3,Transporti I punetoreve dhe nxenesve LOT I,2012,MERKATORI SHA,Gjilan,26-Mar-12,"125,000","124,580.00",Not Provided,124580,0
1660,FERIZAJ,Jobs,National Budget,74,Rregullimi i shtratit te lumit prej rruges Greme-Bazhdarhane deri te lagjia e Spahiajve ne Greme.,2013,LEONARDI TRANS NTSH,Ferizaj,23-Jul-13,"10,000","9,966.00",Not Provided,9966,0
1661,HANI I ELEZIT,Supply,Municipal Budget plus Donation,30,Furnizim me inventare dhe pajisje tjera per QSHQ-Hani I Elezit,2013,MOBEST NNP,Kacanik,30-Sep-13,"10,000","9,965.70",0,9965.7,0
1662,PRISHTINE,Supply,National Budget,223,Furnizimi me pjese per ngrohje,2012,TERMOKOM,Podujeve,18-Dec-12,"9,000","8,969.00",Not Provided,8969,0
1663,KACANIK,Supply,Donation,91,Furnizim me banka dhe karrige per shkollen e Mesme Profesionale,2013,EURO METAL NTP,Gjilan,12-Dec-13,"9,996","9,960.00",Not Provided,9960,0
1664,PRISHTINE,Jobs,Municipal & National Budget,108,Gjelberimi dhe mirembajtja e oborreve te shkollave dhe oborreve I.P.,2010,HORTIKULTURA,Prishtine,23-Jul-10,"60,000","59,780.28",Not Provided,59780.28,0
1665,HANI I ELEZIT,Supply,National Budget,10,"Furnizim me material per zyre, veshje sportive per klubin e mundjes Sharri dhe materiale tjera per nevoja tjera te komunes",2011,ATLLAS NTP,Hani I Elezit,22-Jun-11,"2,970","2,958.15",0,2958.15,0
1666,PRISHTINE,Supply,National Budget,120,Furnizimi me makina mjelese,2011,AGRO INTERNACIONAL,Fushe Kosove,5-Aug-11,"40,000","39,840.00",Not Provided,39840,0
1667,FERIZAJ,Supply,Municipal Budget,3,Furnizimi me tavolina pikniku ne zonen rekreative ne Jezerc,2013,BEGISHOLLI NTP,Ferizaj,29-Jan-13,"5,000","4,980.00",0,4980,0
1668,FERIZAJ,Supply,Not Provided,66,"Renovimi i nje pjese te kulmit,murevete te jashtme dhe te mbrendshme te Komunes-Ferizaj.",2014,DONELI NN,Ferizaj,15-Jul-14,"3,500","3,486.00",Not Provided,3486,0
1669,VITI,Supply,Not Provided,8,Furnizimi me kompjutera dhe pajisje kompjuterike,2013,PC COMP,Prishtine,18-Mar-13,"9,990","9,950.00",0,9950,0
1670,FERIZAJ,Services,Not Provided,93,"Furnizimi,montimi I ashensorit",2014,HEES,Ferizaj,8-Sep-14,"9,999","9,957.92",Not Provided,9957.92,0
1671,VITI,Jobs,Not Provided,38,Ndertimi i kanalizimit ne fshatin Kabash (faza e dyte),2012,HAJRUSHI,Viti,16-Jul-12,"129,143","128,600.62",0,128600.62,0
1672,VITI,Supply,Not Provided,5,Furnizimi me material reklamues te gravuar dhe solemn per nevojat e komunes,2013,DESIGN PROJECT TECHNOLOGY,Prishtine,1-Mar-13,"9,900","9,858.00",0,9858,0
1673,GJILAN,Jobs,National Budget,120,"Rreug. i kanalizimit te qendra per aftesimin profesional ""7 Korriku,dhe ujsjellsi lagja e 8",2012,S6G CONSTRUCTION,Gjilan,21-Nov-12,"9,200","9,160.00",Not Provided,9160,0
1674,HANI I ELEZIT,Services,Municipal Budget,27,Sherbimi I matjes dhe regjistrimi I rrugeve publike te Hanit te Elezit,2014,GEODATA NPSH,Kacanik,18-Aug-14,"9,000","8,960.50",0,8960.5,0
1675,GJAKOVE,Jobs,National Budget,87,"""Ndertimi i rruges ""Deshmoret e Lirise""",2011,EUROASPHALT,Gjakove,20-Apr-11,"683,470","680,470.28",Not Provided,680470.28,0
1676,KACANIK,Supply,Municipal Budget plus Donation,75,Furnizim me banka dhe karrige shkollore per Gjimnazin Skenderbeu,2013,METALI NTP ,Viti,3-Nov-13,"10,000","9,956.00",Not Provided,9956,0
1677,VITI,Supply,Not Provided,50,Furnizim me material per zyre per te gjitha njesit shpenzuese,2012,ARTI G,Viti,5-Oct-12,"9,900","9,856.00",0,9856,0
1678,VITI,Jobs,Not Provided,20,Asfaltimi I rruges Kabash- Varrezat e Deshmoreve,2013,VIZIONI P & ESKAVATORI,Viti,6-Jun-13,"100,000","99,554.36",0,99554.36,0
1679,HANI I ELEZIT,Supply,National Budget,34,"Furnizim me dru per komune, shkolla dhe ambulanten e Gorances",2012,AHU NPT,Hani I Elezit,5-Nov-12,"8,700","8,660.82",0,8660.82,0
1680,PRISHTINE,Jobs,National Budget,70,Mirembajtja e ndriqimit publik ne rruget e Prishtines - pjesa e II-te,2012,TERMOMONTIMI,Fushe Kosove,30-Jul-12,"70,000","69,683.00",Not Provided,69683,0
1681,PRISHTINE,Design Contest,National Budget,97,hartimi i projektit per shkollen ne Mat,2013,GM ARHITEKTURE,Prishtine,15-Aug-13,"30,000","29,860.50",0,29860.5,0
1682,VITI,Jobs,Not Provided,40,Ndertimi rrjetit te ndricimit publik ne fshatin Kabash,2014,RIDA NTP,Viti,17-Jul-14,"2,900","2,886.50",0,2886.5,0
1683,KACANIK,Jobs,Municipal Budget,56,Ndertimi I murit mbajtes nga materiali gure ne rrugen Bob - Doganaj te shtepia e Shefket Kukes,2013,ADAR NNSH,Kacanik,6-Sep-13,"7,150","7,116.60",Not Provided,7116.6,0
1684,FERIZAJ,Supply,National Budget,172,Furnizimi me nje simbol te shqiponjes ne rrethrrotullimin ne rr.''Driton Islami''.,2013,ARCHITECTS LINE GROUP SHPK,Ferizaj,27-Nov-13,"10,000","9,952.15",Not Provided,9952.15,0
1685,GJAKOVE,Supply,National Budget,24,"""Furnizim me kompjutera,laptop,aparat fotokopjues dhe printera """,2013,NOBELI,Gjakove,27-May-13,"9,778","9,731.00",Not Provided,9731,0
1686,HANI I ELEZIT,Services,Municipal Budget,45,Vazhdimi I murit te Varrezat e Deshmoreve ne Pustenik,2013,KRAS,Hani I Elezit,29-Nov-13,"10,000","9,951.18",0,9951.18,0
1687,HANI I ELEZIT,Supply,Municipal Budget,4,Furnizim me laptope per asambleiste dhe drejtorite komunale,2014,PROMIX NPT,Ferizaj,19-Mar-14,"10,000","9,951.00",0,9951,0
1688,PRISHTINE,Services,Municipal & National Budget,198,Mirembajtja e rrugeve dhe trotuareve te qytetit - pjesa e I-re,2010,ZAHIRI,Prishtine,11-Nov-10,"95,000","94,530.00",Not Provided,94530,0
1689,PRISHTINE,Services,Municipal & National Budget,94,Organizimi i manifestimi per Diten e Prishtines,2010,THE GROUP,Prishtine,10-Jun-10,"20,000","19,900.00",Not Provided,19900,-0.01
1690,PRISHTINE,Services,Municipal & National Budget,193,Riparimi I cisternes 8000 litershe nga autoparku I zjarrefiksave,2010,AUTOSERVIS SIS,Kastriot,1-Nov-10,"4,000","3,980.00",Not Provided,3980,-0.01
1691,PRISHTINE,Services,National Budget,12,Hartimi I projekteve te mbikalimeve ne tri lokacione te ndryshme,2012,ALFA ING,Prishtine,23-May-12,"10,000","9,950.00",Not Provided,9950,-0.01
1692,HANI I ELEZIT,Services,Municipal Budget,47,Punimi I kanalizimit ne Lagjen Uji I Tharte,2013,EURO CONSTRUCTION NNP,Rahovec,22-Nov-13,"10,000","9,950.00",0,9950,-0.01
1693,FERIZAJ,Supply,Municipal Budget,40,Furnizimi me kabine per Trafo 630 kVA dhe furnizimi me Trafo 630 kVA 10/20 ne Zonen Industriale ne Prelez te Muhaxhereve.,2014,ELEKTRO HETA NTSH,Ferizaj,26-May-14,"10,000","9,950.00",Not Provided,9950,-0.01
1694,FERIZAJ,Supply,Municipal Budget,4,Furnizimi me gypsjelles te ujit ne fshatin Neredime L420m,2013,BERISHA COMPANY SHA,Ferizaj,15-Feb-13,"10,000","9,948.92",0,9948.92,-0.01
1695,HANI I ELEZIT,Services,Municipal & National Budget,37,Shtrim me kubeza ne Lagjen curri - rruga e rezervuarit dhe ne mahallen Quni (lagja e Ujit te Tharte),2014,KEMA COMPANY SHPK,Lipjani,27-Nov-14,"10,000","9,948.85",0,9948.85,-0.01
1696,GJILAN,Jobs,National Budget,67,Mirembajtja verore e rrugeve,2012,BEJTA COMMERC,Gjilan,24-Jul-12,"210,000","208,916.98",Not Provided,208916.98,-0.01
1697,PRISHTINE,Supply,Not Provided,136,Furn. me paisje mjeks. per realizimin e vizitave sistematike ne shkollat fillore ne k.e Prishtines,2014,KOSLABOR,Suhareke,15-Oct-14,"5,800","5,770.00",Not Provided,5770,-0.01
1698,KACANIK,Supply,National Budget,87,Furnizim me teknologji informative per nevojat e Aministrates Komunale,2013,EMIRI NPT,Kacanik,6-Feb-13,"5,603","5,574.00",Not Provided,5574,-0.01
1699,FERIZAJ,Jobs,Municipal Budget,143,Asfaltimi i rruges ''Anton _eta'' - pjesa e II-te.,2013,STRASSEN & TIEFBAU NNP,Ferizaj,6-Nov-13,"10,000","9,947.63",Not Provided,9947.63,-0.01
1700,VITI,Jobs,Not Provided,81,Rregullim i zhveshtores dhe infrastruktures rreth Fushes sportive ne Skifteraj,2014,MERGIMI,Viti,27-Nov-14,"9,200","9,150.90",0,9150.9,-0.01
1701,PRISHTINE,Jobs,National Budget,186,Sanimi I rrafshit rrshqites ne Arberi,2011,SOAL & GEOKOS,Prishtine,5-Oct-11,"700,000","696,258.00",Not Provided,696258,-0.01
1702,PRISHTINE,Services,National Budget,128,Organizimi i manifestimit per programin - Vera ne Prishtine,2013,AMC,Prishtine,11-Jul-13,"9,300","9,250.00",0,9250,-0.01
1703,FERIZAJ,Not Provided,National Budget,173,Ndriqimi i rrugeve te pandricuara ne qytet.,2013,BESA NSH,Ferizaj,29-Nov-13,"5,000",Not Provided,"4,972.70",4972.7,-0.01
1704,FERIZAJ,Supply,Municipal Budget,158,Furnizimi i fermereve me zgjoje(sandek) te bleteve.,2013,BLETA KOMOGLLAVE NTP,Ferizaj,13-Nov-13,"10,000","9,945.00",Not Provided,9945,-0.01
1705,KACANIK,Supply,National Budget,82,Furnizim me veshmbathje per Stafin e Sherbimit te Zjarrfiksave,2013,PUNTEX NPT,Prizren,21-Nov-13,"2,000","1,989.00",Not Provided,1989,-0.01
1706,PRISHTINE,Supply,National Budget,129,Furnizimi me material elektrik dhe te sanitarise per objektin e ri te Zjarrfiks.,2012,TERMOVISION SHPK,Prishtine,14-Nov-12,"10,000","9,944.95",Not Provided,9944.95,-0.01
1707,GJAKOVE,Supply,National Budget,33,"""Furnizim me perde trake dhe roletne Zeber""",2013,GENCI ROL,Prishtine,19-Jun-13,"3,632","3,612.00",Not Provided,3612,-0.01
1708,HANI I ELEZIT,Services,Municipal & National Budget,29,Furnizim me material elektrik per bartjen e trafos se qytetit nga objekti para deri mbrapa komunes,2011,ELEKTRA NPSH,Hani I Elezit,8-Nov-11,"10,000","9,944.00",0,9944,-0.01
1709,FERIZAJ,Jobs,Not Provided,86,Ndertimi dhe vendosja e tabelave ne qytet dhe ne fshatrat e Komunes,2014,BEHARI COMERC NPT,Ferizaj,22-Aug-14,"8,800","8,750.00",Not Provided,8750,-0.01
1710,FERIZAJ,Jobs,Municipal Budget,28,Meremetimi i shkolles fillore _Jeta e Re ne fshatin Greme.,2014,SHEMA SHPK,Ferizaj,23-Apr-14,"350,000","347,993.49",Not Provided,347993.49,-0.01
1711,PRISHTINE,Jobs,Municipal & National Budget,224,"Punet instaluese per skaj rruges ""Bill Kllinton""",2010,ELECTRA NTSH,Prishtine,19-Nov-10,"60,000","59,650.00",Not Provided,59650,-0.01
